# build-tree --verbose=1 --max-leaves=1800 --cluster-thresh=-1 exp/tri3b/treeacc data/lang/phones/roots.int exp/tri3b/questions.qst data/lang/topo exp/tri3b/tree 
# Started at Tue Aug  2 15:57:57 BRT 2016
#
build-tree --verbose=1 --max-leaves=1800 --cluster-thresh=-1 exp/tri3b/treeacc data/lang/phones/roots.int exp/tri3b/questions.qst data/lang/topo exp/tri3b/tree 
LOG (build-tree:main():build-tree.cc:100) Number of separate statistics is 5681
LOG (build-tree:BuildTree():build-tree.cc:159) BuildTree: before building trees, map has 46 leaves.
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1225, low count 98
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1240, low count 89
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1243, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1262, low count 62
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1270, low count 59
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1298, low count 57
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1325, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1333, low count 71
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1334, low count 83
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1338, low count 98
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1343, low count 76
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1350, low count 63
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1356, low count 89
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1359, low count 49
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1360, low count 83
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1366, low count 87
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1369, low count 32
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1374, low count 90
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1375, low count 88
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1381, low count 41
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1382, low count 78
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1395, low count 65
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1398, low count 46
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1402, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1416, low count 72
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1425, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1435, low count 97
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1436, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1440, low count 93
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1446, low count 83
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1447, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1454, low count 89
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1481, low count 36
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1483, low count 92
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1500, low count 15
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1507, low count 94
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1509, low count 90
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1512, low count 76
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1515, low count 77
WARNING (build-tree:main():build-tree.cc:180) Saw no stats for following phones: 2 3 4 5 6 7 8 9 10 14 18 19 20 22 24 26 27 28 30 32 34 36 38 40 42 44 46 50 54 55 58 62 64 66 68 70 74 75 77 78 79 82 84 86 88 90 92 94 96 98 100 102 106 107 108 110 114 116 118 119 122 124 126 127 128 130 132 134 138 140 142 146 148 150 152 154 158 159 160 162 163 166 168 170 171 174 175 178 179 182 184 186 
LOG (build-tree:main():build-tree.cc:184) Wrote tree
# Accounting: time=5 threads=1
# Ended (code 0) at Tue Aug  2 15:58:02 BRT 2016, elapsed time 5 seconds
