# build-tree --verbose=1 --max-leaves=1800 --cluster-thresh=-1 exp/tri3c/treeacc data/lang/phones/roots.int exp/tri3c/questions.qst data/lang/topo exp/tri3c/tree 
# Started at Tue Aug  2 16:03:05 BRT 2016
#
build-tree --verbose=1 --max-leaves=1800 --cluster-thresh=-1 exp/tri3c/treeacc data/lang/phones/roots.int exp/tri3c/questions.qst data/lang/topo exp/tri3c/tree 
LOG (build-tree:main():build-tree.cc:100) Number of separate statistics is 5687
LOG (build-tree:BuildTree():build-tree.cc:159) BuildTree: before building trees, map has 46 leaves.
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 969, low count 98
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 984, low count 92
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 988, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 990, low count 57
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 995, low count 47
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1000, low count 61
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1008, low count 93
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1026, low count 91
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1039, low count 70
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1052, low count 74
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1061, low count 57
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1070, low count 93
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1077, low count 61
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1091, low count 59
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1098, low count 77
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1101, low count 96
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1107, low count 51
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1113, low count 73
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1117, low count 88
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1126, low count 89
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1132, low count 74
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1145, low count 97
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1146, low count 83
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1153, low count 77
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1172, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1178, low count 99
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1186, low count 90
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1191, low count 92
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1196, low count 88
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1199, low count 99
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1202, low count 71
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1215, low count 96
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1220, low count 87
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1221, low count 99
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1236, low count 55
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1268, low count 93
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1273, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1303, low count 89
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1307, low count 70
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1308, low count 98
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1310, low count 32
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1316, low count 49
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1320, low count 99
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1328, low count 74
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1332, low count 80
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1339, low count 76
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1340, low count 84
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1358, low count 94
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1371, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1375, low count 73
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1381, low count 51
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1383, low count 62
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1394, low count 85
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1401, low count 69
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1418, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1427, low count 97
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1431, low count 85
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1439, low count 73
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1458, low count 78
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1460, low count 72
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1463, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1473, low count 93
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1506, low count 78
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1508, low count 35
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1511, low count 15
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1519, low count 92
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1523, low count 93
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1524, low count 77
WARNING (build-tree:main():build-tree.cc:180) Saw no stats for following phones: 2 3 4 5 6 7 8 9 10 14 18 19 20 22 24 26 27 28 30 32 34 36 38 40 42 44 46 50 54 55 58 62 64 66 68 70 74 75 77 78 79 82 84 86 88 90 92 94 96 98 100 102 106 107 108 110 114 116 118 119 122 124 126 127 128 130 132 134 138 140 142 146 148 150 152 154 158 159 160 162 163 166 168 170 171 174 175 178 179 182 184 186 
LOG (build-tree:main():build-tree.cc:184) Wrote tree
# Accounting: time=5 threads=1
# Ended (code 0) at Tue Aug  2 16:03:10 BRT 2016, elapsed time 5 seconds
