# build-tree --verbose=1 --max-leaves=2000 --cluster-thresh=-1 exp/tri1/treeacc data/lang/phones/roots.int exp/tri1/questions.qst data/lang/topo exp/tri1/tree 
# Started at Tue Aug  2 15:50:52 BRT 2016
#
build-tree --verbose=1 --max-leaves=2000 --cluster-thresh=-1 exp/tri1/treeacc data/lang/phones/roots.int exp/tri1/questions.qst data/lang/topo exp/tri1/tree 
LOG (build-tree:main():build-tree.cc:100) Number of separate statistics is 5816
LOG (build-tree:BuildTree():build-tree.cc:159) BuildTree: before building trees, map has 46 leaves.
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1098, low count 99
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1130, low count 95
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1133, low count 58
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1162, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1167, low count 83
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1170, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1177, low count 46
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1181, low count 89
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1193, low count 88
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1212, low count 23
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1219, low count 80
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1220, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1227, low count 94
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1240, low count 99
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1256, low count 54
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1257, low count 29
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1281, low count 81
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1293, low count 58
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1296, low count 66
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1302, low count 34
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1318, low count 47
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1333, low count 46
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1334, low count 42
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1335, low count 78
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1365, low count 75
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1378, low count 90
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1380, low count 86
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1382, low count 82
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1384, low count 43
VLOG[1] (build-tree:main():build-tree.cc:138) For pdf-id 1387, low count 10
WARNING (build-tree:main():build-tree.cc:180) Saw no stats for following phones: 2 3 4 5 6 7 8 9 10 14 18 19 20 22 24 26 27 28 30 32 34 36 38 40 42 44 46 50 54 55 58 62 64 66 68 70 74 75 77 78 79 82 84 86 88 90 92 94 96 98 100 102 106 107 108 110 114 116 118 119 122 124 126 127 128 130 132 134 138 140 142 146 148 150 152 154 158 159 160 162 163 166 168 170 171 174 175 178 179 182 184 186 
LOG (build-tree:main():build-tree.cc:184) Wrote tree
# Accounting: time=6 threads=1
# Ended (code 0) at Tue Aug  2 15:50:58 BRT 2016, elapsed time 6 seconds
